,GeneNames,log2FC,p-value
495,LOC_Os03g50870.1,1.485426827,0.000440897
496,LOC_Os12g40560.1,1.485426827,0.000440897
497,LOC_Os02g14760.1,1.299560282,0.000442455
498,LOC_Os05g45400.1,1.299560282,0.000442455
499,LOC_Os04g52450.2,-1.402098444,0.000440786
500,LOC_Os02g47600.2,-3.392317423,0.000445449
501,LOC_Os03g06980.1,-3.392317423,0.000445449
502,LOC_Os09g32510.5,-3.321928095,0.000440402
503,LOC_Os06g19444.2,-3.321928095,0.000440402
504,LOC_Os10g39440.2,0.669851398,0.000439537
505,LOC_Os08g31470.1,0.714597781,0.000466417
506,LOC_Os10g37210.1,3.584962501,0.000482598
507,LOC_Os04g49660.1,-4.087462841,0.000495894
508,LOC_Os09g30412.1,-4.087462841,0.000495894
509,LOC_Os08g39630.1,1.530514717,0.00050576
510,LOC_Os01g42234.1,-2.938599455,0.000516783
511,LOC_Os11g47550.1,-2.938599455,0.000516783
512,LOC_Os11g34460.2,1.0,0.000534572
513,LOC_Os02g30310.3,1.321928095,0.000536393
514,LOC_Os02g55420.1,1.321928095,0.000536393
515,LOC_Os11g33120.3,1.074000581,0.000539714
516,LOC_Os02g19150.1,1.074000581,0.000539714
517,LOC_Os03g17690.2,0.526747887,0.000565858
518,LOC_Os09g35940.1,-2.129283017,0.000565001
519,LOC_Os01g59500.2,2.807354922,0.000592514
520,LOC_Os12g03810.2,2.807354922,0.000592514
521,LOC_Os01g49000.1,2.807354922,0.000592514
522,LOC_Os05g45280.1,2.807354922,0.000592514
523,LOC_Os06g04020.1,1.584962501,0.000597033
524,LOC_Os05g06750.1,1.584962501,0.000597033
525,LOC_Os08g35620.2,1.584962501,0.000597033
526,LOC_Os02g15750.1,-2.192645078,0.000595241
527,LOC_Os01g66300.1,-2.321928095,0.000604886
528,LOC_Os01g53150.2,-2.485426827,0.000620186
529,LOC_Os11g07040.1,-2.485426827,0.000620186
530,LOC_Os06g12630.2,1.398549376,0.000627292
531,LOC_Os07g07560.2,1.398549376,0.000627292
532,LOC_Os12g35360.1,1.716207034,0.000645393
533,LOC_Os03g04340.1,1.716207034,0.000645393
534,LOC_Os01g12880.1,1.716207034,0.000645393
535,LOC_Os02g58650.1,1.716207034,0.000645393
536,LOC_Os10g28360.1,1.716207034,0.000645393
537,LOC_Os03g18130.3,0.966833136,0.000643705
538,LOC_Os03g50080.1,-1.898120386,0.000659263
539,LOC_Os01g45274.2,1.0,0.000666042
540,LOC_Os09g30418.1,1.807354922,0.000685755
541,LOC_Os12g13170.1,1.807354922,0.000685755
542,LOC_Os04g35700.1,1.807354922,0.000685755
543,LOC_Os07g30300.1,2.415037499,0.00069044
544,LOC_Os02g48630.1,2.415037499,0.00069044
545,LOC_Os03g15290.1,2.415037499,0.00069044
546,LOC_Os01g68950.1,1.432959407,0.000713739
547,LOC_Os12g02820.1,1.432959407,0.000713739
548,LOC_Os04g57300.1,0.594743522,0.000725484
549,LOC_Os02g55140.1,0.605721061,0.000738724
550,LOC_Os03g61330.3,-3.247927513,0.000747288
551,LOC_Os04g36850.1,-3.247927513,0.000747288
552,LOC_Os07g38060.1,-3.247927513,0.000747288
553,LOC_Os12g04240.1,1.925999419,0.00074662
554,LOC_Os06g24730.2,1.925999419,0.00074662
555,LOC_Os07g32880.1,-1.071553261,0.000773319
556,LOC_Os02g58410.1,0.935869663,0.000774842
557,LOC_Os05g48760.1,2.169925001,0.000784537
558,LOC_Os01g68060.1,2.169925001,0.000784537
559,LOC_Os06g07120.1,2.169925001,0.000784537
560,LOC_Os06g21380.1,2.169925001,0.000784537
561,LOC_Os01g02020.1,2.169925001,0.000784537
562,LOC_Os11g29190.5,-2.0,0.000791755
563,LOC_Os03g03510.1,-1.249978253,0.000801261
564,LOC_Os02g11780.1,1.473931188,0.000834593
565,LOC_Os08g14570.1,1.473931188,0.000834593
566,LOC_Os08g45190.1,1.473931188,0.000834593
567,LOC_Os01g63950.1,-4.0,0.000887048
568,LOC_Os08g23120.1,-4.0,0.000887048
569,LOC_Os02g31070.2,-4.0,0.000887048
570,LOC_Os08g39140.3,-4.0,0.000887048
571,LOC_Os01g09570.1,-4.0,0.000887048
572,LOC_Os07g48410.1,-2.874469118,0.000871906
573,LOC_Os04g31690.1,1.192645078,0.000901643
574,LOC_Os09g00999.1,0.197939378,0.000883374
575,LOC_Os10g10180.1,-1.584962501,0.000924858
576,LOC_Os11g09280.1,0.719892081,0.00093657
577,LOC_Os09g24700.1,-2.273018494,0.000958081
578,LOC_Os01g47340.1,0.785875195,0.000963095
579,LOC_Os11g10420.1,1.039528364,0.000964892
580,LOC_Os02g50799.1,1.087462841,0.000978648
581,LOC_Os04g50970.1,1.087462841,0.000978648
582,LOC_Os02g03280.2,1.087462841,0.000978648
583,LOC_Os01g72100.1,1.347923303,0.000991282
584,LOC_Os05g43230.1,1.523561956,0.001003469
585,LOC_Os06g09679.1,1.523561956,0.001003469
586,LOC_Os03g08550.1,-2.432959407,0.00100742
587,LOC_Os08g02330.1,0.538866086,0.001027197
588,LOC_Os05g41120.1,1.652076697,0.001077553
589,LOC_Os08g36994.1,1.652076697,0.001077553
590,LOC_Os03g03900.1,1.206450877,0.001092979
591,LOC_Os01g27150.2,0.902702799,0.001120573
592,LOC_Os07g47620.1,1.137503524,0.00115794
593,LOC_Os08g06480.1,0.537028024,0.001161989
594,LOC_Os06g51150.2,0.288345494,0.001164868
595,LOC_Os01g08750.1,1.378511623,0.00114889
596,LOC_Os05g05740.1,2.700439718,0.001156603
597,LOC_Os03g24580.1,2.700439718,0.001156603
598,LOC_Os01g46570.1,2.700439718,0.001156603
599,LOC_Os02g11820.1,2.700439718,0.001156603
600,LOC_Os07g43050.3,2.700439718,0.001156603
601,LOC_Os11g33120.1,2.700439718,0.001156603
602,LOC_Os05g33100.1,2.700439718,0.001156603
603,LOC_Os06g13810.3,0.688055994,0.001182435
604,LOC_Os01g66120.1,0.688055994,0.001182435
605,LOC_Os05g06440.1,1.041820176,0.001187335
606,LOC_Os12g34018.1,1.041820176,0.001187335
607,LOC_Os05g51690.1,-1.959358016,0.001202641
608,LOC_Os03g49600.1,-1.959358016,0.001202641
609,LOC_Os07g46340.1,-3.169925001,0.001266896
610,LOC_Os08g06470.1,-3.169925001,0.001266896
611,LOC_Os11g14950.1,-3.169925001,0.001266896
612,LOC_Os02g50760.2,-3.169925001,0.001266896
613,LOC_Os03g22770.2,2.321928095,0.001274219
614,LOC_Os03g48940.2,2.321928095,0.001274219
615,LOC_Os01g69100.1,2.321928095,0.001274219
616,LOC_Os01g52260.1,2.321928095,0.001274219
617,LOC_Os01g60230.4,-1.556393349,0.001305534
618,LOC_Os03g49180.1,1.847996907,0.001321314
619,LOC_Os09g32450.1,1.847996907,0.001321314
620,LOC_Os01g67220.2,1.847996907,0.001321314
621,LOC_Os03g19560.2,1.847996907,0.001321314
622,LOC_Os11g05860.1,-2.044394119,0.001354293
623,LOC_Os03g27230.1,-2.044394119,0.001354293
624,LOC_Os03g53960.2,0.898120386,0.001372012
625,LOC_Os09g14670.1,0.222392421,0.001383727
626,LOC_Os02g24354.1,-2.099535674,0.001422863
627,LOC_Os03g50130.2,1.0,0.001438285
628,LOC_Os03g09100.1,0.963474124,0.001446212
629,LOC_Os06g40640.3,-1.788495895,0.001463776
630,LOC_Os04g45490.1,-1.0,0.001471468
631,LOC_Os01g45750.1,-1.584962501,0.001504561
632,LOC_Os08g44320.1,-2.222392421,0.001512028
633,LOC_Os06g40818.1,-2.321928095,0.001594246
634,LOC_Os03g46770.1,-2.321928095,0.001594246
635,LOC_Os01g09010.1,-3.906890596,0.00158802
636,LOC_Os02g12730.1,-3.906890596,0.00158802
637,LOC_Os07g49310.1,-3.906890596,0.00158802
638,LOC_Os05g07640.1,-3.906890596,0.00158802
639,LOC_Os09g32320.1,-3.906890596,0.00158802
640,LOC_Os04g13180.1,-3.906890596,0.00158802
641,LOC_Os01g39260.1,0.868755467,0.001612823
642,LOC_Os07g43360.1,1.157541277,0.001701236
643,LOC_Os08g14330.1,0.961525852,0.001738806
644,LOC_Os07g31850.1,1.093109404,0.001750036
645,LOC_Os03g44620.2,-1.011777168,0.001769546
646,LOC_Os02g16040.1,1.584962501,0.001789317
647,LOC_Os02g57220.1,3.459431619,0.001824504
648,LOC_Os09g26180.1,3.459431619,0.001824504
649,LOC_Os06g36800.1,3.459431619,0.001824504
650,LOC_Os02g35160.1,3.459431619,0.001824504
651,LOC_Os05g19040.1,3.459431619,0.001824504
652,LOC_Os05g48320.1,3.459431619,0.001824504
653,LOC_Os07g01250.1,3.459431619,0.001824504
654,LOC_Os08g44290.1,-1.527247003,0.001836448
655,LOC_Os01g64960.1,0.295984828,0.001969634
656,LOC_Os12g08810.1,0.596644306,0.001978863
657,LOC_Os06g05740.1,1.662965013,0.002011275
658,LOC_Os03g54160.2,1.662965013,0.002011275
659,LOC_Os08g40790.4,1.662965013,0.002011275
660,LOC_Os01g07630.1,1.662965013,0.002011275
661,LOC_Os03g15020.3,-1.95419631,0.002038674
662,LOC_Os07g33670.1,1.222392421,0.002082032
663,LOC_Os07g30100.1,1.099535674,0.002120757
664,LOC_Os09g32810.2,-3.087462841,0.002145313
665,LOC_Os09g27450.1,-3.087462841,0.002145313
666,LOC_Os02g18830.1,-3.087462841,0.002145313
667,LOC_Os02g01150.2,-1.235628248,0.002154664
668,LOC_Os04g32340.1,2.584962501,0.002242721
669,LOC_Os04g21320.1,2.584962501,0.002242721
670,LOC_Os10g28340.3,2.584962501,0.002242721
671,LOC_Os06g39040.1,2.584962501,0.002242721
672,LOC_Os05g48380.1,2.584962501,0.002242721
673,LOC_Os02g37880.2,2.584962501,0.002242721
674,LOC_Os09g13570.1,1.765534746,0.002318978
675,LOC_Os03g42050.1,1.765534746,0.002318978
676,LOC_Os05g05140.1,1.765534746,0.002318978
677,LOC_Os12g01570.1,1.765534746,0.002318978
678,LOC_Os06g36270.1,2.222392421,0.002338979
679,LOC_Os03g59090.2,2.222392421,0.002338979
680,LOC_Os04g33080.3,2.222392421,0.002338979
681,LOC_Os05g38950.2,2.222392421,0.002338979
682,LOC_Os01g05080.1,-2.169925001,0.002376181
683,LOC_Os03g21560.1,-1.807354922,0.002402604
684,LOC_Os01g21320.1,-1.807354922,0.002402604
685,LOC_Os03g13750.1,2.0,0.002409106
686,LOC_Os06g19620.1,1.2410081,0.002435294
687,LOC_Os08g14440.2,-2.736965594,0.002461214
688,LOC_Os09g23550.1,-2.736965594,0.002461214
689,LOC_Os06g05520.1,-2.736965594,0.002461214
690,LOC_Os12g14930.1,-2.736965594,0.002461214
691,LOC_Os01g58610.1,-2.459431619,0.002494254
692,LOC_Os02g51470.3,-2.459431619,0.002494254
693,LOC_Os03g15780.4,-2.459431619,0.002494254
694,LOC_Os01g70190.1,-2.263034406,0.002506794
695,LOC_Os02g39790.1,0.921997488,0.002541578
696,LOC_Os05g11320.1,1.459431619,0.002621811
697,LOC_Os05g10770.1,1.047305715,0.002629676
698,LOC_Os11g11020.1,1.047305715,0.002629676
699,LOC_Os03g06740.1,0.726981506,0.002636694
700,LOC_Os08g04450.1,-1.203533394,0.002669932
701,LOC_Os03g48140.1,0.625604485,0.002707749
702,LOC_Os08g26870.2,0.736965594,0.002833
703,LOC_Os05g34650.1,0.736965594,0.002833
704,LOC_Os01g55510.1,-3.807354922,0.002843536
705,LOC_Os05g07050.1,0.493814613,0.002931566
706,LOC_Os01g64170.5,-1.250543462,0.00301739
707,LOC_Os05g47850.1,-1.250543462,0.00301739
708,LOC_Os02g57450.1,-1.373458396,0.003011372
709,LOC_Os01g48300.3,-1.523561956,0.003015154
710,LOC_Os10g41760.1,1.514573173,0.002952376
711,LOC_Os05g46460.1,1.514573173,0.002952376
712,LOC_Os08g40560.1,1.514573173,0.002952376
713,LOC_Os05g07130.2,-1.906890596,0.003063175
714,LOC_Os07g24190.3,-1.906890596,0.003063175
715,LOC_Os05g33390.1,0.656045599,0.002991386
716,LOC_Os11g14180.1,-1.444784843,0.003085292
717,LOC_Os01g43120.1,-1.710493383,0.003120386
718,LOC_Os03g01014.1,0.91753784,0.00313872
719,LOC_Os01g18800.1,1.169925001,0.003183261
720,LOC_Os02g35470.1,0.560714954,0.003233388
721,LOC_Os03g64210.2,0.560714954,0.003233388
722,LOC_Os07g27490.1,1.0,0.003241574
723,LOC_Os09g20350.1,1.0,0.003241574
724,LOC_Os10g38900.1,-2.0,0.003350879
725,LOC_Os03g20010.2,-2.0,0.003350879
726,LOC_Os04g42600.1,-0.911943823,0.003370278
727,LOC_Os09g38370.1,1.584962501,0.003405763
728,LOC_Os02g53700.7,1.584962501,0.003405763
729,LOC_Os02g10180.2,1.584962501,0.003405763
730,LOC_Os05g40990.1,1.584962501,0.003405763
731,LOC_Os06g12390.1,1.584962501,0.003405763
732,LOC_Os10g37480.1,1.584962501,0.003405763
733,LOC_Os02g12850.1,-1.519374159,0.003575875
734,LOC_Os04g51280.1,-1.46712601,0.003591764
735,LOC_Os06g50040.1,3.321928095,0.003554573
736,LOC_Os04g44890.1,3.321928095,0.003554573
737,LOC_Os01g20860.1,3.321928095,0.003554573
738,LOC_Os10g42196.1,3.321928095,0.003554573
739,LOC_Os05g31020.1,3.321928095,0.003554573
740,LOC_Os01g04350.1,3.321928095,0.003554573
741,LOC_Os04g53770.1,3.321928095,0.003554573
742,LOC_Os10g27340.2,3.321928095,0.003554573
743,LOC_Os10g11810.2,3.321928095,0.003554573
744,LOC_Os02g53790.1,3.321928095,0.003554573
745,LOC_Os01g67720.1,3.321928095,0.003554573
746,LOC_Os04g40670.1,1.289506617,0.003587661
747,LOC_Os05g03480.5,1.289506617,0.003587661
748,LOC_Os03g50860.1,-1.552541023,0.003586896
749,LOC_Os03g59310.1,-1.424497829,0.003609021
750,LOC_Os01g49890.1,-3.0,0.003627122
751,LOC_Os02g10290.1,-3.0,0.003627122
752,LOC_Os02g13840.1,-3.0,0.003627122
753,LOC_Os07g49400.3,0.469485283,0.003666366
754,LOC_Os07g34030.2,-1.765534746,0.003548427
755,LOC_Os12g06800.1,1.184424571,0.003780784
756,LOC_Os03g54790.1,1.184424571,0.003780784
757,LOC_Os03g16700.1,1.184424571,0.003780784
758,LOC_Os09g26580.1,1.184424571,0.003780784
759,LOC_Os08g37490.1,-1.130396637,0.0039258
760,LOC_Os03g17570.5,0.912537159,0.003947947
761,LOC_Os02g31290.1,0.912537159,0.003947947
762,LOC_Os02g44630.3,1.678071905,0.004031847
763,LOC_Os07g08070.1,1.678071905,0.004031847
764,LOC_Os05g35540.1,1.678071905,0.004031847
765,LOC_Os05g44922.2,1.678071905,0.004031847
766,LOC_Os02g55910.1,1.678071905,0.004031847
767,LOC_Os09g37012.1,1.678071905,0.004031847
768,LOC_Os04g59450.1,1.678071905,0.004031847
769,LOC_Os07g09680.1,1.678071905,0.004031847
770,LOC_Os05g44310.1,1.054447784,0.004030614
771,LOC_Os01g14050.1,1.054447784,0.004030614
772,LOC_Os03g31550.2,1.054447784,0.004030614
773,LOC_Os03g43800.2,1.054447784,0.004030614
774,LOC_Os09g38030.1,0.584962501,0.004018992
775,LOC_Os01g43630.1,-2.392317423,0.004023738
776,LOC_Os05g36290.1,0.788495895,0.004093658
777,LOC_Os11g45710.4,0.788495895,0.004093658
778,LOC_Os02g35950.1,-2.662965013,0.004110632
779,LOC_Os03g60910.1,-2.662965013,0.004110632
780,LOC_Os02g32120.1,-2.662965013,0.004110632
781,LOC_Os06g09880.1,-1.830074999,0.004103064
782,LOC_Os02g28040.1,1.392317423,0.004193663
783,LOC_Os02g41580.1,1.392317423,0.004193663
784,LOC_Os01g42430.1,1.392317423,0.004193663
785,LOC_Os07g43460.1,1.392317423,0.004193663
786,LOC_Os04g41560.4,1.392317423,0.004193663
787,LOC_Os09g39400.1,1.392317423,0.004193663
788,LOC_Os03g49230.1,1.906890596,0.004190827
789,LOC_Os04g26920.1,1.906890596,0.004190827
790,LOC_Os06g10770.1,1.906890596,0.004190827
791,LOC_Os03g59080.1,1.906890596,0.004190827
792,LOC_Os06g13650.1,0.847996907,0.004336876
793,LOC_Os03g53140.2,2.115477217,0.004264657
794,LOC_Os03g59390.1,2.115477217,0.004264657
795,LOC_Os01g47460.1,2.115477217,0.004264657
796,LOC_Os10g41200.3,2.115477217,0.004264657
797,LOC_Os06g15700.1,2.115477217,0.004264657
798,LOC_Os07g09400.1,2.115477217,0.004264657
799,LOC_Os03g58160.1,2.459431619,0.004314182
800,LOC_Os03g48660.1,2.459431619,0.004314182
801,LOC_Os06g08840.3,2.459431619,0.004314182
802,LOC_Os01g09640.1,2.459431619,0.004314182
803,LOC_Os06g12600.1,2.459431619,0.004314182
804,LOC_Os11g06010.1,2.459431619,0.004314182
805,LOC_Os02g50210.1,2.459431619,0.004314182
806,LOC_Os12g12880.1,2.459431619,0.004314182
807,LOC_Os06g11190.1,2.459431619,0.004314182
808,LOC_Os03g57690.1,2.459431619,0.004314182
809,LOC_Os06g06530.1,2.459431619,0.004314182
810,LOC_Os02g33580.1,2.459431619,0.004314182
811,LOC_Os02g57650.1,2.459431619,0.004314182
812,LOC_Os01g40330.1,2.459431619,0.004314182
813,LOC_Os04g51630.2,0.571906348,0.004400481
814,LOC_Os04g23180.1,0.571906348,0.004400481
815,LOC_Os03g56670.2,-0.840933514,0.004466815
816,LOC_Os05g30800.1,0.63076619,0.004510122
817,LOC_Os03g03390.1,-1.669851398,0.004526941
818,LOC_Os03g04440.2,0.761840263,0.004655721
819,LOC_Os11g11070.1,0.761840263,0.004655721
820,LOC_Os03g62090.1,-0.974004791,0.004822779
821,LOC_Os03g59360.1,1.115477217,0.004837043
822,LOC_Os04g58830.1,1.115477217,0.004837043
823,LOC_Os03g56800.2,1.0,0.004854889
824,LOC_Os03g58590.1,1.0,0.004854889
825,LOC_Os03g17710.2,1.0,0.004854889
826,LOC_Os04g53310.1,1.440572591,0.004835727
827,LOC_Os07g32570.2,0.614709844,0.004967362
828,LOC_Os02g12580.1,0.571156701,0.004965439
829,LOC_Os02g08120.1,-1.141355849,0.005006106
830,LOC_Os04g58700.2,-3.700439718,0.005088599
831,LOC_Os10g21314.1,-3.700439718,0.005088599
832,LOC_Os06g48200.1,-3.700439718,0.005088599
833,LOC_Os02g42310.1,-3.700439718,0.005088599
834,LOC_Os03g38000.2,0.346450414,0.005078634
835,LOC_Os06g28194.2,-1.94753258,0.005106622
836,LOC_Os03g06240.2,0.148098639,0.005230986
837,LOC_Os11g10480.2,0.839535328,0.005332143
838,LOC_Os05g37500.1,0.671377253,0.005476979
839,LOC_Os02g49680.1,-1.624490865,0.005742171
840,LOC_Os06g36700.1,0.510961919,0.005716981
841,LOC_Os09g35970.1,1.222392421,0.005732883
842,LOC_Os03g19530.1,1.222392421,0.005732883
843,LOC_Os03g52794.1,1.222392421,0.005732883
844,LOC_Os05g01820.1,1.222392421,0.005732883
845,LOC_Os09g39560.1,1.502500341,0.005715642
846,LOC_Os01g59340.3,1.502500341,0.005715642
847,LOC_Os09g26700.1,1.125530882,0.005826702
848,LOC_Os12g44310.2,0.334419039,0.006041236
849,LOC_Os01g27940.2,-2.137503524,0.006126773
850,LOC_Os08g38710.1,-2.906890596,0.006119345
851,LOC_Os12g13390.2,-2.906890596,0.006119345
852,LOC_Os07g39470.1,-2.906890596,0.006119345
853,LOC_Os11g01380.1,-2.906890596,0.006119345
854,LOC_Os08g04180.1,-1.784271309,0.006110345
855,LOC_Os02g33450.2,-1.192645078,0.006202931
856,LOC_Os01g73310.1,0.330148602,0.006341994
857,LOC_Os05g42350.1,0.395928676,0.006422588
858,LOC_Os08g31410.7,0.395928676,0.006422588
859,LOC_Os02g03330.1,-2.321928095,0.006461332
860,LOC_Os01g65780.4,-2.321928095,0.006461332
861,LOC_Os08g15230.1,-1.628031223,0.006535895
862,LOC_Os10g35370.1,-0.959358016,0.006599032
863,LOC_Os10g35840.1,0.490325627,0.006630959
864,LOC_Os12g38000.1,0.543142325,0.006670669
865,LOC_Os09g30466.1,1.321928095,0.006661768
866,LOC_Os02g54624.1,1.321928095,0.006661768
867,LOC_Os04g51370.1,1.321928095,0.006661768
868,LOC_Os04g55230.1,-0.936434871,0.006703614
869,LOC_Os12g04500.1,-2.502500341,0.006742277
870,LOC_Os01g69900.1,-2.502500341,0.006742277
871,LOC_Os03g21540.1,-2.502500341,0.006742277
872,LOC_Os09g21850.1,-2.502500341,0.006742277
873,LOC_Os02g39160.1,-0.909802191,0.006768719
874,LOC_Os03g11010.1,-1.366782331,0.006834437
875,LOC_Os03g60150.2,0.906890596,0.006951129
876,LOC_Os06g08480.1,0.906890596,0.006951129
877,LOC_Os09g24924.1,-2.584962501,0.006828698
878,LOC_Os03g15870.1,-2.584962501,0.006828698
879,LOC_Os01g43390.1,-2.584962501,0.006828698
880,LOC_Os11g32500.1,-2.584962501,0.006828698
881,LOC_Os09g33470.1,-2.584962501,0.006828698
882,LOC_Os01g37910.1,0.521952703,0.006967074
883,LOC_Os03g14980.2,0.422233001,0.006857636
884,LOC_Os03g31134.1,-1.450661409,0.006977251
885,LOC_Os03g06230.1,-1.807354922,0.006823129
886,LOC_Os05g51700.3,-1.337034987,0.006820128
887,LOC_Os02g49980.1,3.169925001,0.006924186
888,LOC_Os04g26870.1,3.169925001,0.006924186
889,LOC_Os04g45480.1,3.169925001,0.006924186
890,LOC_Os01g54030.1,3.169925001,0.006924186
891,LOC_Os09g33680.2,3.169925001,0.006924186
892,LOC_Os04g48750.2,3.169925001,0.006924186
893,LOC_Os07g07950.1,3.169925001,0.006924186
894,LOC_Os06g49640.2,3.169925001,0.006924186
895,LOC_Os02g55060.2,3.169925001,0.006924186
896,LOC_Os12g37590.1,3.169925001,0.006924186
897,LOC_Os05g38820.4,3.169925001,0.006924186
898,LOC_Os02g55950.2,3.169925001,0.006924186
899,LOC_Os08g42960.1,3.169925001,0.006924186
900,LOC_Os12g13910.1,3.169925001,0.006924186
901,LOC_Os06g07100.2,3.169925001,0.006924186
902,LOC_Os03g12670.3,0.287802311,0.007062127
903,LOC_Os12g15470.2,0.777607579,0.007154334
904,LOC_Os02g11830.2,0.777607579,0.007154334
905,LOC_Os05g32570.1,1.137503524,0.007183077
906,LOC_Os06g40060.1,1.137503524,0.007183077
907,LOC_Os04g33940.1,0.94753258,0.007260445
908,LOC_Os02g57710.1,0.388565288,0.007256595
909,LOC_Os06g40200.1,1.807354922,0.007242091
910,LOC_Os01g03690.1,1.807354922,0.007242091
911,LOC_Os02g39010.3,1.807354922,0.007242091
912,LOC_Os07g06890.1,1.807354922,0.007242091
913,LOC_Os03g05730.1,0.415037499,0.007286567
914,LOC_Os09g07830.1,1.058893689,0.007299706
915,LOC_Os06g36710.1,1.058893689,0.007299706
916,LOC_Os11g26910.1,0.61667136,0.007537553
917,LOC_Os08g06530.1,-1.353636955,0.007998864
918,LOC_Os03g55930.1,-1.893084796,0.007739453
919,LOC_Os06g48180.2,-1.893084796,0.007739453
920,LOC_Os03g22430.1,0.796466606,0.007646243
921,LOC_Os05g25180.1,0.796466606,0.007646243
922,LOC_Os03g63480.1,0.556393349,0.008059915
923,LOC_Os03g64080.1,0.556393349,0.008059915
924,LOC_Os05g05470.1,0.437405312,0.007776527
925,LOC_Os04g36760.1,0.518467089,0.007783582
926,LOC_Os07g46780.2,2.0,0.007711815
927,LOC_Os03g54050.2,2.0,0.007711815
928,LOC_Os01g22600.1,2.0,0.007711815
929,LOC_Os02g46150.1,2.0,0.007711815
930,LOC_Os02g49450.1,2.0,0.007711815
931,LOC_Os06g13720.1,2.0,0.007711815
932,LOC_Os01g56180.1,2.0,0.007711815
933,LOC_Os12g04010.1,2.0,0.007711815
934,LOC_Os05g28500.1,2.0,0.007711815
935,LOC_Os01g74580.2,2.0,0.007711815
936,LOC_Os03g63360.1,2.0,0.007711815
937,LOC_Os01g03549.1,2.0,0.007711815
938,LOC_Os05g37434.1,2.0,0.007711815
939,LOC_Os09g38420.2,2.0,0.007711815
940,LOC_Os12g37400.1,2.0,0.007711815
941,LOC_Os01g42260.1,-1.544320516,0.008082118
942,LOC_Os03g56460.1,-1.544320516,0.008082118
943,LOC_Os01g16000.2,1.362570079,0.007854071
944,LOC_Os02g19860.1,1.362570079,0.007854071
945,LOC_Os02g56530.1,1.362570079,0.007854071
946,LOC_Os01g07070.3,1.362570079,0.007854071
947,LOC_Os07g42420.1,-1.426264755,0.008256052
948,LOC_Os10g37630.1,2.321928095,0.008220183
949,LOC_Os10g32710.1,2.321928095,0.008220183
950,LOC_Os05g34550.1,2.321928095,0.008220183
951,LOC_Os04g23210.1,2.321928095,0.008220183
952,LOC_Os06g48250.1,2.321928095,0.008220183
953,LOC_Os02g56540.1,2.321928095,0.008220183
954,LOC_Os01g64750.1,2.321928095,0.008220183
955,LOC_Os01g57370.1,2.321928095,0.008220183
956,LOC_Os11g43600.1,2.321928095,0.008220183
957,LOC_Os02g37910.1,2.321928095,0.008220183
958,LOC_Os02g57240.1,2.321928095,0.008220183
959,LOC_Os08g32850.1,0.678071905,0.008298413
960,LOC_Os05g50840.1,0.710493383,0.008213546
961,LOC_Os01g59510.1,0.569365646,0.008328158
962,LOC_Os02g47510.1,0.618909833,0.008321426
963,LOC_Os01g56880.1,0.900464326,0.008570307
964,LOC_Os02g36570.1,0.465663572,0.008657246
965,LOC_Os05g05230.1,0.765534746,0.0087585
966,LOC_Os04g51580.1,0.765534746,0.0087585
967,LOC_Os04g49890.1,0.765534746,0.0087585
968,LOC_Os08g06630.1,0.765534746,0.0087585
969,LOC_Os10g21238.1,-1.938599455,0.008810317
970,LOC_Os06g28050.1,-1.938599455,0.008810317
971,LOC_Os03g18020.1,-1.938599455,0.008810317
972,LOC_Os03g27310.1,-1.055853235,0.008955147
973,LOC_Os02g08018.1,-3.584962501,0.009090708
974,LOC_Os07g49410.2,-3.584962501,0.009090708
975,LOC_Os03g13170.1,-3.584962501,0.009090708
976,LOC_Os06g09660.1,1.415037499,0.009495325
977,LOC_Os08g25460.1,1.415037499,0.009495325
978,LOC_Os01g54620.1,1.415037499,0.009495325
979,LOC_Os04g31700.1,-2.070389328,0.00951098
980,LOC_Os06g27800.1,0.784271309,0.009605409
981,LOC_Os07g44970.1,0.784271309,0.009605409
982,LOC_Os02g04840.1,-1.509013647,0.009749401
983,LOC_Os08g01750.3,0.736965594,0.010014401
984,LOC_Os02g08480.1,0.857980995,0.010075077
985,LOC_Os02g34810.1,0.313157885,0.010156235
986,LOC_Os10g30450.1,1.247927513,0.010499087
987,LOC_Os10g25010.1,1.247927513,0.010499087
988,LOC_Os02g50960.2,-2.247927513,0.010318154
989,LOC_Os01g63480.1,-2.247927513,0.010318154
990,LOC_Os10g10170.2,-2.247927513,0.010318154
991,LOC_Os06g06410.2,-2.807354922,0.010293827
992,LOC_Os12g38750.1,-2.807354922,0.010293827
993,LOC_Os05g37520.1,-2.807354922,0.010293827
994,LOC_Os02g50330.1,-2.807354922,0.010293827
995,LOC_Os05g35170.4,0.893084796,0.010764897
996,LOC_Os02g02530.2,-2.415037499,0.010848261
997,LOC_Os08g38320.1,-2.415037499,0.010848261
998,LOC_Os06g44460.1,-2.415037499,0.010848261
999,LOC_Os03g28330.1,-2.415037499,0.010848261
1000,LOC_Os06g07090.2,1.0,0.010932654
1001,LOC_Os01g01710.1,1.0,0.010932654
1002,LOC_Os01g01700.1,1.070389328,0.011113935
1003,LOC_Os04g39020.1,0.26960706,0.011189099
1004,LOC_Os12g42090.1,-1.231325546,0.011181067
1005,LOC_Os05g03550.1,1.584962501,0.011269257
1006,LOC_Os05g41440.1,1.584962501,0.011269257
1007,LOC_Os01g17180.1,0.641546029,0.011373893
1008,LOC_Os04g57880.1,0.514573173,0.011641044
